uid,prediction
u030375,"i000909,i000481,i001069,i001952,i000521,i001478,i000661,i000110,i001922,i000554"
u030377,"i001922,i000554,i001143,i000481,i000909,i001663,i001069,i000661,i001952,i000521"
u030380,"i000324,i000555,i001134,i000481,i000909,i000110,i001069,i001952,i000521,i000898"
u030381,"i001922,i000619,i001069,i000481,i001952,i000661,i000554,i001143,i000518,i000207"
u030382,"i001069,i000619,i000909,i001922,i000481,i001049,i000554,i000207,i001021,i001060"
u030389,"i000554,i000481,i001952,i001455,i000521,i001038,i001922,i001143,i000207,i000661"
u030390,"i000207,i000554,i001069,i001952,i000947,i000521,i000619,i001884,i000481,i001478"
u030401,"i000521,i000554,i001143,i000481,i001069,i000909,i001952,i001663,i001038,i000646"
u030404,"i001922,i000481,i000909,i001069,i001952,i000521,i000695,i001049,i000058,i001584"
u030408,"i001069,i000481,i000521,i000909,i001952,i000947,i001663,i000661,i000554,i000342"
u030415,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u030426,"i000619,i001069,i000481,i000646,i000909,i001478,i000554,i001296,i001945,i001455"
u030439,"i001143,i000909,i000521,i000554,i000481,i001069,i001455,i001952,i001949,i000661"
u030440,"i001914,i001087,i001649,i000909,i001455,i000481,i001445,i001069,i001673,i001952"
u030443,"i001143,i001069,i001952,i000554,i000909,i001914,i000481,i000695,i000058,i001455"
u030457,"i001922,i000481,i001069,i000207,i000909,i001952,i000109,i000661,i001713,i001143"
u030463,"i001753,i000481,i001069,i001952,i000909,i001663,i001949,i001906,i000554,i001455"
u030466,"i000481,i000909,i001069,i001952,i001038,i001713,i001508,i001189,i000342,i000619"
u030472,"i000977,i001922,i001753,i000481,i000521,i000324,i000555,i001069,i000909,i000554"
u030474,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u030484,"i001952,i000481,i001069,i001673,i000661,i000909,i001455,i001663,i000521,i001046"
u030485,"i001922,i000207,i000909,i000481,i000646,i000521,i001087,i001038,i001069,i000324"
u030500,"i001922,i001069,i000481,i001952,i000167,i000301,i000207,i001663,i001914,i000248"
u030503,"i000521,i001663,i000481,i000207,i000342,i000909,i001952,i001069,i000661,i000646"
u030505,"i001320,i000481,i001151,i000360,i000282,i001949,i000586,i001069,i001952,i000909"
u030509,"i002062,i000481,i001952,i001069,i000909,i000661,i001445,i001720,i001253,i000521"
u030511,"i000481,i001069,i000661,i001038,i000207,i000909,i000446,i001445,i001952,i001663"
u030512,"i000481,i001069,i000207,i001952,i000909,i001663,i000661,i000521,i001038,i000646"
u030522,"i001673,i001455,i001069,i001710,i001445,i000481,i001952,i000909,i000554,i000661"
u030533,"i001069,i000947,i000481,i000909,i001952,i001663,i000521,i000661,i000554,i000342"
u030537,"i001455,i001673,i001710,i001445,i001069,i001952,i000554,i000481,i000909,i000805"
u030550,"i001922,i000521,i000619,i000481,i001069,i001445,i001952,i001949,i001240,i001663"
u030551,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u030555,"i001906,i001069,i000481,i000695,i000909,i000342,i000518,i000327,i000661,i001508"
u030558,"i001922,i000481,i001952,i001069,i001478,i000342,i000898,i000955,i001277,i000521"
u030561,"i000481,i001952,i001069,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u030568,"i001952,i000481,i001069,i000661,i000909,i001455,i001663,i001143,i000521,i001046"
u030574,"i001922,i000619,i000481,i000554,i001069,i000485,i001952,i001945,i001143,i001688"
u030596,"i001952,i001922,i000207,i000521,i000619,i000481,i001069,i000909,i000554,i001046"
u030602,"i000521,i000481,i000342,i000909,i001952,i001069,i000619,i000661,i001663,i000646"
u030606,"i001922,i000521,i000481,i001455,i001069,i000554,i000909,i000563,i001038,i000518"
u030610,"i000481,i001069,i001952,i000207,i001038,i000521,i000619,i001945,i001319,i000554"
u030612,"i000481,i001069,i001952,i000485,i000521,i000661,i000695,i001393,i001922,i001267"
u030616,"i000481,i000909,i001069,i001663,i001952,i000661,i000695,i001922,i000521,i000931"
u030618,"i001922,i001143,i000481,i000661,i001952,i000521,i001914,i000342,i000555,i000909"
u030624,"i000661,i000481,i001952,i000521,i001069,i000207,i000909,i001663,i001038,i000646"
u030625,"i001922,i000207,i000554,i000481,i000282,i000570,i001455,i000619,i001952,i001046"
u030635,"i001922,i000619,i000909,i001069,i001952,i000661,i001914,i001478,i000481,i000485"
u030640,"i001914,i001649,i000481,i000909,i001069,i001087,i001445,i000661,i001455,i001663"
u030655,"i000207,i001069,i000481,i000661,i000619,i001455,i001952,i001922,i000248,i000554"
u030657,"i001922,i000909,i001069,i000481,i000207,i001952,i001331,i001663,i000109,i001717"
u030661,"i001922,i000554,i000481,i001069,i000207,i001952,i000909,i001240,i001478,i001143"
u030670,"i001922,i000554,i000909,i000481,i001069,i000521,i001663,i001478,i000294,i000133"
u030673,"i000481,i001069,i000619,i001952,i000909,i001445,i001143,i000931,i001478,i000661"
u030677,"i000324,i000327,i000909,i000555,i000898,i000110,i001069,i000554,i000661,i001952"
u030679,"i000481,i001952,i001069,i000207,i000947,i000485,i000909,i001191,i001445,i001875"
u030680,"i000619,i001952,i000481,i000661,i001069,i001455,i000521,i001663,i001478,i001038"
u030683,"i000521,i000909,i000481,i001069,i000207,i000555,i001952,i001143,i001240,i001632"
u030686,"i001049,i000401,i001584,i000695,i000058,i001688,i001240,i001922,i001952,i001663"
u030687,"i000481,i000909,i000521,i000554,i001069,i000109,i001952,i001922,i000619,i001663"
u030689,"i001922,i000554,i001143,i000619,i001069,i000481,i000909,i001663,i001478,i001240"
u030692,"i000481,i001069,i000521,i001952,i001949,i001038,i001663,i000646,i001914,i001649"
u030694,"i001069,i000481,i000909,i001952,i000521,i000661,i001331,i000554,i000342,i001038"
u030695,"i000481,i001952,i001069,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u030703,"i001922,i000619,i000481,i000521,i001069,i000554,i000931,i000646,i000207,i001663"
u030709,"i000521,i000554,i000481,i001663,i000661,i001455,i001046,i001952,i001191,i001335"
u030710,"i001922,i000554,i001143,i001069,i000909,i000481,i002035,i000254,i000324,i000109"
u030714,"i001069,i001952,i000661,i000481,i000909,i001663,i001455,i000207,i000521,i001038"
u030728,"i001922,i001143,i000909,i001069,i000207,i000485,i001673,i001952,i001710,i000481"
u030732,"i001922,i000481,i000661,i000521,i000909,i001952,i001717,i000956,i001284,i001046"
u030733,"i000554,i000481,i001240,i001455,i000909,i001069,i001949,i001922,i001952,i001445"
u030743,"i001046,i000481,i001952,i001069,i000909,i001663,i000661,i000521,i001445,i001478"
u030746,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u030748,"i001922,i000481,i001069,i000909,i001952,i000207,i001713,i000661,i001151,i001663"
u030756,"i000909,i000481,i001069,i001952,i001922,i000521,i001663,i000342,i000661,i000109"
u030757,"i001710,i001455,i001143,i001753,i001952,i001673,i000554,i000661,i000909,i001445"
u030758,"i000909,i000481,i001069,i000521,i000109,i001952,i000342,i000661,i001922,i000695"
u030773,"i001455,i001673,i001710,i001445,i001069,i001952,i000554,i000481,i000909,i000805"
u030785,"i000909,i000481,i001069,i001663,i001952,i000661,i000695,i001922,i000521,i000646"
u030793,"i000481,i001069,i000554,i001663,i001922,i000909,i000661,i001038,i001191,i001952"
u030795,"i001922,i000481,i001069,i000909,i001663,i000554,i001952,i000619,i000133,i001049"
u030797,"i000554,i001673,i001191,i001284,i001069,i001263,i001260,i000485,i001046,i000842"
u030800,"i000481,i000342,i001069,i000521,i000909,i001663,i001922,i001952,i000661,i001478"
u030803,"i000324,i000555,i000909,i000898,i000110,i000327,i000521,i000481,i001952,i001069"
u030824,"i000554,i000481,i001143,i001240,i000909,i001455,i001069,i001949,i001922,i001952"
u030825,"i000909,i000481,i001069,i001952,i000521,i001445,i000947,i001922,i001046,i000695"
u030828,"i000646,i000521,i000481,i001663,i001069,i001952,i000909,i000661,i001038,i001445"
u030830,"i001663,i000481,i001069,i001952,i000646,i000521,i001478,i000909,i001240,i000661"
u030838,"i001922,i000481,i000909,i001069,i000646,i001445,i000521,i000109,i001038,i000324"
u030844,"i001922,i000695,i001682,i002009,i001240,i001688,i001049,i000521,i001663,i000481"
u030849,"i001922,i000481,i000109,i001069,i000485,i000207,i000909,i000521,i000931,i001038"
u030859,"i000909,i000481,i001069,i001952,i001922,i000521,i001143,i001663,i000342,i000661"
u030876,"i000909,i000481,i001069,i000207,i000521,i001952,i000342,i000661,i001663,i000324"
u030880,"i001143,i000619,i000481,i000909,i001069,i000207,i001046,i001663,i001445,i001952"
u030886,"i001069,i000481,i001663,i000909,i001952,i000947,i000521,i000661,i000554,i000342"
u030889,"i001952,i000481,i001069,i001478,i000661,i000909,i001455,i001663,i000521,i001046"
u030890,"i001922,i000695,i001682,i001240,i002009,i001688,i000521,i001663,i001049,i000481"
u030907,"i000342,i001720,i001045,i000481,i001069,i001952,i000909,i000521,i000619,i000207"
u030915,"i000563,i000481,i000521,i000646,i001069,i001663,i000342,i002063,i001952,i000909"
u030918,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u030923,"i001922,i000207,i001143,i000619,i000481,i001663,i000909,i000521,i001478,i001952"
u030933,"i000481,i001663,i001069,i001952,i000909,i000661,i000521,i000207,i001038,i000646"
u030935,"i000909,i001069,i000481,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u030947,"i000481,i001952,i001069,i001046,i000554,i000646,i001922,i001717,i000521,i000909"
u030953,"i000481,i001952,i000554,i001069,i001663,i001945,i001478,i001717,i000695,i000947"
u030968,"i000481,i001952,i000909,i000342,i000521,i000619,i001069,i001663,i000661,i000947"
u030970,"i001069,i000481,i000909,i000207,i001952,i001663,i000521,i000661,i000342,i001922"
u030973,"i000521,i001069,i000481,i000342,i000909,i001952,i000661,i001663,i000646,i000947"
u030975,"i001922,i000481,i000555,i000521,i001151,i001319,i001663,i001125,i000554,i001296"
u030982,"i000521,i000619,i000481,i001952,i001922,i000109,i000333,i001038,i001801,i001143"
u030987,"i001143,i000481,i001922,i000555,i000342,i000909,i000695,i001663,i000058,i000207"
u030994,"i000481,i000909,i000521,i001069,i001952,i001663,i000661,i000207,i001038,i000646"
u031007,"i001922,i000521,i000481,i001952,i001069,i001046,i000646,i001663,i000652,i000909"
u031010,"i000555,i000324,i000909,i000898,i000110,i000327,i000521,i000481,i001952,i001069"
u031014,"i001069,i000481,i001952,i001296,i000207,i000342,i000352,i001065,i000931,i001663"
u031016,"i001087,i001914,i001649,i001069,i001673,i000481,i000909,i001952,i000554,i001455"
u031017,"i000554,i001143,i000481,i001952,i000521,i000909,i001151,i000109,i000342,i000207"
u031020,"i001922,i000521,i000554,i000481,i001069,i001478,i000909,i001952,i001455,i001663"
u031024,"i000909,i001069,i001914,i000554,i001649,i000947,i000327,i001584,i000481,i001952"
u031028,"i000909,i000207,i001143,i000619,i000695,i000481,i001688,i000058,i000521,i001952"
u031035,"i001069,i000481,i000909,i001952,i000931,i000947,i001663,i000521,i000661,i000554"
u031039,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u031040,"i000554,i001143,i000481,i001069,i001455,i001952,i000909,i001949,i000661,i000521"
u031046,"i001922,i000481,i000909,i001069,i000518,i000521,i000342,i000555,i002133,i001143"
u031052,"i001922,i000619,i000481,i000342,i001069,i000909,i001952,i000207,i001884,i001720"
u031053,"i001922,i000521,i000619,i001952,i001455,i001663,i000695,i000909,i001069,i001710"
u031054,"i001922,i000207,i000481,i001240,i001069,i001682,i000109,i000646,i001191,i000555"
u031063,"i001069,i000481,i000909,i000661,i001922,i000521,i001663,i001455,i001240,i000342"
u031067,"i000481,i000909,i001069,i001952,i001663,i000661,i000521,i000207,i001038,i000646"
u031069,"i001922,i000695,i001335,i001682,i002009,i001240,i001688,i001049,i000521,i001663"
u031070,"i000521,i000481,i000554,i000342,i000909,i001952,i001069,i000661,i001663,i000646"
u031073,"i001069,i000909,i000481,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u031075,"i001922,i000481,i001069,i001952,i000909,i001663,i001038,i001319,i000521,i000695"
u031090,"i001649,i001914,i001069,i000909,i001087,i000481,i001663,i001455,i000661,i000554"
u031092,"i001922,i000521,i001952,i000481,i001069,i001143,i001663,i001314,i000619,i001720"
u031105,"i001922,i000481,i001069,i000909,i001952,i000760,i001663,i001046,i000646,i000110"
u031109,"i001478,i001952,i000481,i001069,i000909,i001663,i000661,i001038,i001445,i000521"
u031112,"i000207,i001143,i000481,i001069,i001952,i000324,i001663,i001922,i001682,i000909"
u031118,"i000481,i001952,i001143,i000554,i001240,i000661,i000909,i001069,i000485,i001090"
u031122,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u031124,"i001952,i001922,i000554,i000619,i001069,i000481,i000342,i000521,i000485,i001753"
u031125,"i001922,i001143,i000481,i001069,i000909,i001952,i001478,i000521,i001038,i001819"
u031126,"i001335,i001922,i001682,i001240,i002009,i000200,i000282,i001710,i001649,i002056"
u031127,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u031129,"i000324,i000555,i000481,i000909,i000110,i001069,i001952,i000521,i000898,i000327"
u031131,"i000481,i001069,i000909,i001922,i000695,i000521,i001914,i001952,i000661,i001663"
u031132,"i000481,i001069,i001952,i000909,i000342,i001663,i000661,i000521,i000207,i001038"
u031134,"i000481,i001478,i000342,i001069,i000521,i000909,i001663,i001922,i001952,i000661"
u031135,"i000521,i000909,i000481,i001240,i001069,i001952,i000248,i001949,i001945,i001922"
u031139,"i000324,i000760,i000555,i000481,i000909,i000110,i001069,i001952,i000521,i000898"
u031145,"i000909,i001952,i000481,i001069,i001922,i000521,i001663,i000342,i000661,i000109"
u031153,"i001922,i001069,i000481,i000909,i000342,i000646,i001952,i000254,i000277,i000947"
u031157,"i000058,i000695,i001049,i001688,i001584,i001240,i000401,i001922,i000554,i001455"
u031164,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u031168,"i000481,i001720,i001952,i002063,i000521,i001663,i001069,i000909,i000661,i000342"
u031170,"i000646,i001663,i000481,i001069,i001952,i000909,i000661,i000521,i001010,i001038"
u031187,"i001922,i001143,i000481,i001069,i000909,i000554,i000521,i001240,i000646,i001682"
u031189,"i000554,i001069,i000481,i001952,i000909,i000446,i000521,i001884,i001331,i000947"
u031194,"i000489,i001445,i000661,i000481,i001952,i000695,i000947,i000327,i000109,i000756"
u031201,"i001151,i001515,i000282,i001952,i001478,i001026,i001320,i000360,i001219,i000481"
u031202,"i001069,i001713,i000909,i000481,i001952,i000661,i001663,i000931,i000563,i001908"
u031205,"i000554,i000481,i000909,i000342,i000521,i001069,i001753,i002146,i001389,i001445"
u031220,"i000282,i001151,i001515,i000360,i001682,i001922,i000481,i000324,i001952,i000909"
u031222,"i000324,i000481,i000555,i000110,i001952,i000521,i000342,i001710,i000760,i000898"
u031227,"i000554,i001922,i000481,i001240,i001455,i000909,i001069,i001949,i001952,i001445"
u031230,"i000909,i000481,i001069,i001952,i001478,i001922,i000521,i001663,i000342,i000661"
u031231,"i000931,i000301,i001069,i000481,i000909,i001753,i000947,i001952,i001508,i001455"
u031233,"i001069,i000521,i001143,i001922,i001240,i001049,i000695,i000481,i002009,i001038"
u031234,"i000661,i001952,i000481,i001002,i001069,i000909,i001663,i001038,i000521,i000646"
u031235,"i000518,i000555,i000325,i000481,i001952,i001753,i000909,i001508,i001069,i000521"
u031238,"i000909,i000481,i001069,i000109,i001952,i001922,i000521,i001663,i000342,i000661"
u031239,"i000324,i000555,i000909,i000898,i000110,i000327,i000521,i000481,i001952,i001069"
u031240,"i002146,i001478,i001952,i000909,i000661,i000481,i001663,i001069,i000646,i000521"
u031253,"i001069,i001922,i000207,i000554,i000619,i001952,i000282,i000695,i000481,i000058"
u031258,"i000619,i001069,i000324,i000661,i000909,i000481,i000646,i001875,i000109,i001952"
u031259,"i001069,i000619,i000481,i000554,i001952,i001143,i000485,i000109,i000956,i000342"
u031264,"i001663,i000661,i001952,i000909,i000554,i001069,i001038,i001673,i000481,i000646"
u031271,"i001069,i000909,i000481,i001952,i000931,i000947,i001663,i000521,i000661,i000554"
u031274,"i001069,i000207,i000521,i001143,i000619,i001922,i000058,i001688,i000695,i001240"
u031280,"i000481,i001069,i001753,i000909,i001952,i001663,i001922,i001240,i000661,i000695"
u031285,"i000909,i000481,i001069,i000109,i001952,i001922,i000521,i001663,i000342,i000661"
u031294,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001922,i000695,i001914"
u031306,"i000554,i001143,i000481,i001952,i000521,i001663,i001069,i001151,i000555,i000207"
u031326,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u031343,"i001922,i000481,i001069,i000521,i000909,i000342,i001952,i001884,i000931,i000207"
u031349,"i001952,i000481,i000909,i001069,i001663,i000207,i000661,i000695,i001922,i000521"
u031353,"i000207,i000481,i000058,i000695,i000554,i000555,i000521,i001143,i000324,i001240"
u031355,"i001069,i000481,i001952,i000909,i001663,i000521,i000661,i000947,i001914,i000167"
u031384,"i001038,i000481,i000646,i001952,i001069,i001445,i000909,i001663,i000521,i000661"
u031385,"i001069,i000521,i000481,i001049,i000909,i000324,i000695,i001240,i001922,i000109"
u031393,"i000521,i000481,i000646,i000324,i000342,i000909,i000110,i001952,i001069,i000661"
u031395,"i001952,i001143,i000481,i000324,i001816,i001069,i000554,i001046,i000619,i000207"
u031400,"i001922,i000619,i000481,i001069,i000554,i001046,i001952,i001478,i001445,i001240"
u031402,"i000481,i001069,i000909,i001952,i000521,i000661,i001331,i000554,i000342,i001038"
u031406,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u031409,"i001922,i000554,i001143,i001069,i000481,i000342,i000207,i000521,i001952,i000619"
u031426,"i000481,i001952,i000661,i000342,i001949,i001049,i000158,i000646,i000485,i001663"
u031427,"i000695,i001069,i000909,i001240,i000481,i001087,i001952,i000521,i000554,i001922"
u031429,"i000481,i000909,i000207,i001069,i001952,i001663,i000521,i000661,i000342,i001922"
u031431,"i001649,i001914,i000555,i001069,i000909,i001087,i000481,i001663,i001455,i000661"
u031433,"i001952,i000909,i001663,i001069,i000481,i001046,i000521,i000661,i001455,i000554"
u031440,"i000909,i001922,i000207,i000481,i001069,i000661,i001455,i001710,i001914,i000521"
u031445,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u031447,"i000324,i000555,i000481,i000909,i000110,i001069,i001952,i000521,i000898,i000327"
u031448,"i000898,i000481,i000909,i000327,i001663,i000324,i001952,i000110,i001516,i001069"
u031459,"i001069,i001952,i000619,i001922,i000909,i000324,i000282,i000898,i001038,i000521"
u031461,"i000481,i001069,i001191,i000554,i001143,i001455,i000646,i001949,i001240,i001445"
u031465,"i001952,i000481,i001069,i000207,i000661,i000909,i001455,i001663,i000521,i001046"
u031470,"i001922,i000554,i001143,i001069,i000481,i000909,i001952,i001663,i001445,i000521"
u031471,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001046,i001038"
u031472,"i000695,i001462,i000058,i001584,i001688,i001049,i001240,i001922,i000324,i000481"
u031490,"i001906,i000342,i001508,i000481,i000325,i000695,i001069,i000909,i000518,i000327"
u031492,"i001069,i000207,i000481,i000521,i000695,i001663,i001151,i001143,i001816,i000109"
u031502,"i001922,i000521,i001069,i000481,i001952,i000619,i001663,i000909,i001455,i001143"
u031524,"i001922,i001143,i000619,i000481,i001952,i002056,i000518,i001069,i000521,i001702"
u031530,"i000521,i001143,i000909,i000058,i000324,i000481,i000554,i000518,i002130,i001663"
u031533,"i001038,i000521,i000909,i000481,i000661,i001952,i000554,i001069,i001663,i000646"
u031534,"i001455,i001952,i001069,i000481,i000661,i000554,i000521,i001663,i000619,i001922"
u031559,"i001069,i000481,i000554,i001922,i001952,i000909,i001038,i001143,i000251,i001049"
u031592,"i001922,i001143,i000481,i000324,i000521,i000909,i001952,i000109,i000646,i000554"
u031595,"i000324,i001069,i000481,i000909,i000207,i000554,i001038,i001663,i001151,i000646"
u031601,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u031603,"i001922,i000481,i001069,i001952,i000909,i000554,i001663,i001478,i000842,i000109"
u031606,"i000909,i000481,i001069,i001952,i000661,i001038,i001949,i000109,i000207,i001478"
u031612,"i001069,i000619,i001922,i000481,i000695,i001819,i000554,i001240,i001049,i000909"
u031619,"i001069,i001952,i000521,i001143,i000481,i000695,i001922,i000554,i000909,i001688"
u031622,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u031624,"i000909,i001143,i001069,i000481,i001952,i001478,i000342,i000207,i001649,i001922"
u031630,"i000521,i000207,i001191,i000481,i001069,i001705,i002138,i001952,i000909,i000619"
u031635,"i001069,i000947,i000301,i000481,i000909,i001753,i000931,i001952,i001508,i000342"
u031636,"i001952,i000481,i001069,i000661,i000909,i001663,i000342,i001455,i001673,i000947"
u031645,"i000481,i001952,i000909,i000521,i000661,i000554,i000342,i000253,i001069,i000619"
u031646,"i001922,i000521,i000481,i001069,i000909,i000324,i001478,i000110,i000554,i001952"
u031647,"i001673,i001455,i001710,i001445,i000481,i001069,i001952,i000554,i000909,i000661"
u031653,"i001922,i000207,i000554,i001069,i000481,i000909,i001952,i001109,i000646,i001274"
u031660,"i000554,i000619,i000481,i000661,i001069,i001663,i001952,i000909,i001038,i000207"
u031661,"i001753,i000481,i001069,i001952,i000909,i000207,i001663,i001949,i001906,i000554"
u031662,"i001069,i001109,i000481,i001478,i000909,i001952,i000661,i001663,i000646,i000207"
u031664,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u031672,"i000481,i001069,i000909,i001663,i001922,i001952,i000521,i000554,i000661,i001240"
u031676,"i001713,i000909,i001069,i000481,i001952,i000661,i001663,i000931,i000563,i001908"
u031681,"i001922,i000207,i000521,i000554,i000909,i001069,i001663,i000481,i001952,i000570"
u031682,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000554,i000342"
u031695,"i000619,i001069,i001455,i000481,i001922,i000661,i001952,i001087,i000909,i001688"
u031696,"i001922,i000619,i000481,i001069,i000521,i001952,i000909,i001267,i001884,i001949"
u031707,"i000481,i000521,i000342,i001069,i000661,i001952,i000909,i001478,i001663,i000695"
u031710,"i001922,i000207,i001143,i000619,i001952,i000481,i000909,i000324,i000109,i001046"
u031714,"i000481,i001952,i000661,i001069,i000909,i001663,i000521,i000207,i001038,i000646"
u031718,"i000282,i001151,i001515,i000360,i000317,i001682,i001922,i000481,i000324,i000909"
u031723,"i000481,i001069,i000909,i001922,i000695,i000521,i001914,i001952,i000661,i001663"
u031732,"i001922,i001143,i000481,i001069,i000342,i000207,i000133,i001753,i000554,i000521"
u031737,"i001949,i000481,i001682,i001240,i001143,i000554,i001069,i001455,i001952,i001663"
u031739,"i001922,i001143,i000481,i001069,i000909,i000521,i000842,i000207,i001663,i000109"
u031745,"i000282,i001151,i001515,i000481,i000554,i000360,i001682,i001922,i000324,i001952"
u031758,"i001922,i000619,i001069,i000481,i000207,i001952,i000661,i000909,i001046,i000646"
u031762,"i001922,i001143,i000909,i000481,i000324,i001240,i000555,i000619,i000327,i000521"
u031777,"i000931,i001069,i000058,i000554,i000481,i000909,i001952,i001455,i000947,i001049"
u031778,"i000555,i000324,i000909,i000898,i000110,i000327,i000521,i000481,i001952,i001069"
u031782,"i001069,i000909,i000481,i001663,i000521,i001952,i000207,i000554,i001816,i001143"
u031794,"i000481,i001046,i001952,i001069,i000909,i001663,i000661,i000521,i001445,i001478"
u031807,"i000909,i000481,i001069,i000521,i001952,i000342,i000661,i001663,i000324,i001445"
u031810,"i000554,i000481,i001191,i001240,i000909,i001455,i001069,i001949,i001922,i001952"
u031825,"i001922,i000521,i000481,i000282,i001952,i000619,i000207,i001875,i001587,i001515"
u031826,"i000521,i000481,i000342,i000909,i001952,i001069,i000661,i001663,i000646,i000947"
u031829,"i000324,i000521,i000555,i000481,i000909,i000110,i001069,i001952,i000760,i000898"
u031835,"i001069,i001267,i000909,i001663,i000570,i000947,i000481,i001952,i000521,i000342"
u031836,"i000481,i000909,i000342,i000521,i001952,i001069,i001663,i000661,i000947,i001478"
u031863,"i001922,i000207,i000481,i001069,i001949,i001038,i001478,i001191,i000521,i001569"
u031864,"i001682,i001922,i002009,i000200,i001335,i001240,i001595,i001455,i000720,i000909"
u031879,"i000554,i001240,i000481,i001455,i000909,i001069,i001949,i001922,i001952,i001445"
u031883,"i000521,i000619,i001663,i000481,i001952,i001922,i000554,i001393,i000109,i000646"
u031887,"i000481,i001069,i001663,i000909,i000521,i001143,i000661,i000931,i001949,i001952"
u031892,"i000646,i000909,i001069,i001952,i000521,i001455,i000661,i001663,i000695,i000110"
u031895,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000646"
u031907,"i001952,i000481,i001663,i001069,i000661,i000909,i001455,i000521,i001046,i000646"
u031908,"i001069,i001952,i000207,i000695,i000058,i000481,i001922,i000909,i001240,i001049"
u031914,"i000555,i000481,i000909,i000324,i001952,i000342,i001710,i001069,i001663,i000521"
u031916,"i000342,i000481,i000909,i000521,i000661,i001952,i001663,i001069,i000646,i001478"
u031929,"i001069,i001952,i001143,i000481,i000909,i001151,i000207,i000695,i000646,i000109"
u031931,"i001952,i001922,i000554,i001069,i000481,i000909,i000661,i000207,i000109,i000619"
u031932,"i001069,i000947,i000481,i001663,i000521,i001952,i000909,i000342,i000646,i001455"
u031935,"i001914,i001649,i001087,i000909,i001455,i000481,i001445,i001069,i001673,i001952"
u031942,"i001922,i000619,i000481,i001143,i001455,i000554,i001445,i001240,i000842,i000058"
u031943,"i000282,i001151,i001515,i001320,i000360,i001682,i001922,i000481,i000324,i000909"
u031945,"i000554,i001143,i000619,i000481,i001069,i001952,i000909,i001673,i001455,i000661"
u031946,"i000481,i000342,i001069,i000521,i000909,i001663,i001922,i001952,i000661,i001478"
u031947,"i000481,i001508,i001906,i001069,i001455,i000909,i000661,i001753,i001952,i000518"
u031955,"i000521,i000481,i000342,i000909,i001952,i001069,i000619,i000661,i001663,i000646"
u031958,"i001922,i000207,i000481,i001069,i001952,i000521,i000909,i001046,i000518,i000931"
u031963,"i000324,i000555,i000521,i000554,i000110,i000898,i001730,i000481,i001069,i000909"
u031965,"i000481,i001069,i001753,i000909,i001952,i001663,i001922,i001240,i000661,i000695"
u031971,"i001922,i001143,i001069,i000481,i000909,i000110,i001125,i000555,i000661,i000570"
u031979,"i000695,i000058,i001584,i001688,i001049,i001240,i001922,i001462,i000324,i000481"
u031990,"i000909,i000207,i000619,i001069,i000485,i001952,i001445,i001663,i001455,i001673"
u031991,"i000518,i001069,i000481,i001952,i001753,i000909,i001508,i000521,i000342,i001875"
u031996,"i000481,i001508,i001906,i001069,i001455,i000909,i000661,i001753,i001952,i000518"
u032007,"i000695,i000058,i001584,i001688,i001049,i001240,i001922,i001462,i000324,i000481"
u032010,"i000909,i000207,i001143,i000481,i001952,i000485,i001455,i001682,i001069,i000282"
u032028,"i000909,i000481,i001069,i001952,i001922,i000521,i001663,i000342,i000109,i000661"
u032029,"i000521,i000481,i000909,i000342,i001952,i001069,i001663,i000661,i000947,i000563"
u032034,"i001922,i000695,i001682,i002009,i001240,i001688,i000521,i001049,i001663,i000481"
u032039,"i001069,i000521,i000554,i000481,i001240,i001922,i000342,i000909,i000955,i000646"
u032047,"i001143,i000481,i001952,i001663,i001914,i000207,i000695,i001682,i000661,i000619"
u032050,"i000554,i001069,i000481,i000207,i000909,i001673,i001569,i002009,i001922,i001235"
